field_position_id,surface,message,message_variant,protocol,field_path,parent_path,field_name,field_kind,presence,cardinality,data_type,standard_document,standard_version,standard_reference,charging_relevance,relevance_reason,constraint_ids,scenario_ids,review_status
FP-1330,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.URR ID.urrId,PFCP Session Report Request.Usage Report.URR ID,urrId,PFCP grouped-IE payload field,M,,unsigned 32-bit identifier,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A02, T3-A08, T3-A09, T3-A12, T3-A13, T3-A14, T3-A45.",T3-R02 | T3-R05 | T3-R07 | T3-R08 | T3-R18 | T3-R20,T3-A02 | T3-A08 | T3-A09 | T3-A12 | T3-A13 | T3-A14 | T3-A45,REVIEWED
FP-1331,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.UR-SEQN.urSeqn,PFCP Session Report Request.Usage Report.UR-SEQN,urSeqn,PFCP grouped-IE payload field,M,,unsigned 32-bit Usage Report sequence number,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A02, T3-A03, T3-A08, T3-A09, T3-A15, T3-A45.",T3-R02 | T3-R05 | T3-R08 | T3-R18 | T3-R20,T3-A02 | T3-A03 | T3-A08 | T3-A09 | T3-A15 | T3-A45,REVIEWED
FP-1332,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Usage Report Trigger.PERIO,PFCP Session Report Request.Usage Report.Usage Report Trigger,PERIO,PFCP grouped-IE payload field,M,,periodic,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A08, T3-A09, T3-A35, T3-A37, T3-A45.",T3-R05 | T3-R13 | T3-R18 | T3-R20,T3-A08 | T3-A09 | T3-A35 | T3-A37 | T3-A45,REVIEWED
FP-1333,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Usage Report Trigger.VOLTH,PFCP Session Report Request.Usage Report.Usage Report Trigger,VOLTH,PFCP grouped-IE payload field,M,,volume threshold,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A08, T3-A09, T3-A35, T3-A37, T3-A45.",T3-R05 | T3-R13 | T3-R18 | T3-R20,T3-A08 | T3-A09 | T3-A35 | T3-A37 | T3-A45,REVIEWED
FP-1334,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Usage Report Trigger.TIMTH,PFCP Session Report Request.Usage Report.Usage Report Trigger,TIMTH,PFCP grouped-IE payload field,M,,time threshold,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A08, T3-A09, T3-A35, T3-A37, T3-A45.",T3-R05 | T3-R13 | T3-R18 | T3-R20,T3-A08 | T3-A09 | T3-A35 | T3-A37 | T3-A45,REVIEWED
FP-1335,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Usage Report Trigger.QUHTI,PFCP Session Report Request.Usage Report.Usage Report Trigger,QUHTI,PFCP grouped-IE payload field,M,,quota holding time,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A08, T3-A09, T3-A35, T3-A37, T3-A45.",T3-R05 | T3-R13 | T3-R18 | T3-R20,T3-A08 | T3-A09 | T3-A35 | T3-A37 | T3-A45,REVIEWED
FP-1336,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Usage Report Trigger.START,PFCP Session Report Request.Usage Report.Usage Report Trigger,START,PFCP grouped-IE payload field,M,,start of traffic,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A08, T3-A09, T3-A35, T3-A37, T3-A45.",T3-R05 | T3-R13 | T3-R18 | T3-R20,T3-A08 | T3-A09 | T3-A35 | T3-A37 | T3-A45,REVIEWED
FP-1337,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Usage Report Trigger.STOPT,PFCP Session Report Request.Usage Report.Usage Report Trigger,STOPT,PFCP grouped-IE payload field,M,,stop of traffic,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A08, T3-A09, T3-A35, T3-A37, T3-A45.",T3-R05 | T3-R13 | T3-R18 | T3-R20,T3-A08 | T3-A09 | T3-A35 | T3-A37 | T3-A45,REVIEWED
FP-1338,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Usage Report Trigger.DROTH,PFCP Session Report Request.Usage Report.Usage Report Trigger,DROTH,PFCP grouped-IE payload field,M,,dropped DL threshold,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A08, T3-A09, T3-A35, T3-A37, T3-A45.",T3-R05 | T3-R13 | T3-R18 | T3-R20,T3-A08 | T3-A09 | T3-A35 | T3-A37 | T3-A45,REVIEWED
FP-1339,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Usage Report Trigger.IMMER,PFCP Session Report Request.Usage Report.Usage Report Trigger,IMMER,PFCP grouped-IE payload field,M,,immediate report,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A08, T3-A09, T3-A35, T3-A37, T3-A45.",T3-R05 | T3-R13 | T3-R18 | T3-R20,T3-A08 | T3-A09 | T3-A35 | T3-A37 | T3-A45,REVIEWED
FP-1340,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Usage Report Trigger.VOLQU,PFCP Session Report Request.Usage Report.Usage Report Trigger,VOLQU,PFCP grouped-IE payload field,M,,volume quota,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A08, T3-A09, T3-A35, T3-A37, T3-A45.",T3-R05 | T3-R13 | T3-R18 | T3-R20,T3-A08 | T3-A09 | T3-A35 | T3-A37 | T3-A45,REVIEWED
FP-1341,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Usage Report Trigger.TIMQU,PFCP Session Report Request.Usage Report.Usage Report Trigger,TIMQU,PFCP grouped-IE payload field,M,,time quota,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A08, T3-A09, T3-A35, T3-A37, T3-A45.",T3-R05 | T3-R13 | T3-R18 | T3-R20,T3-A08 | T3-A09 | T3-A35 | T3-A37 | T3-A45,REVIEWED
FP-1342,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Usage Report Trigger.LIUSA,PFCP Session Report Request.Usage Report.Usage Report Trigger,LIUSA,PFCP grouped-IE payload field,M,,linked report,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A08, T3-A09, T3-A35, T3-A37, T3-A45.",T3-R05 | T3-R13 | T3-R18 | T3-R20,T3-A08 | T3-A09 | T3-A35 | T3-A37 | T3-A45,REVIEWED
FP-1343,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Usage Report Trigger.TERMR,PFCP Session Report Request.Usage Report.Usage Report Trigger,TERMR,PFCP grouped-IE payload field,M,,termination report,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A08, T3-A09, T3-A35, T3-A36, T3-A37, T3-A45.",T3-R05 | T3-R13 | T3-R18 | T3-R19 | T3-R20,T3-A08 | T3-A09 | T3-A35 | T3-A36 | T3-A37 | T3-A45,REVIEWED
FP-1344,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Usage Report Trigger.MONIT,PFCP Session Report Request.Usage Report.Usage Report Trigger,MONIT,PFCP grouped-IE payload field,M,,monitoring time,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A08, T3-A09, T3-A35, T3-A37, T3-A45.",T3-R05 | T3-R13 | T3-R18 | T3-R20,T3-A08 | T3-A09 | T3-A35 | T3-A37 | T3-A45,REVIEWED
FP-1345,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Usage Report Trigger.ENVCL,PFCP Session Report Request.Usage Report.Usage Report Trigger,ENVCL,PFCP grouped-IE payload field,M,,envelope closure,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A08, T3-A09, T3-A35, T3-A37, T3-A45.",T3-R05 | T3-R13 | T3-R18 | T3-R20,T3-A08 | T3-A09 | T3-A35 | T3-A37 | T3-A45,REVIEWED
FP-1346,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Usage Report Trigger.MACAR,PFCP Session Report Request.Usage Report.Usage Report Trigger,MACAR,PFCP grouped-IE payload field,M,,MAC reporting,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A08, T3-A09, T3-A35, T3-A37, T3-A45.",T3-R05 | T3-R13 | T3-R18 | T3-R20,T3-A08 | T3-A09 | T3-A35 | T3-A37 | T3-A45,REVIEWED
FP-1347,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Usage Report Trigger.EVETH,PFCP Session Report Request.Usage Report.Usage Report Trigger,EVETH,PFCP grouped-IE payload field,M,,event threshold,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A08, T3-A09, T3-A35, T3-A37, T3-A45.",T3-R05 | T3-R13 | T3-R18 | T3-R20,T3-A08 | T3-A09 | T3-A35 | T3-A37 | T3-A45,REVIEWED
FP-1348,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Usage Report Trigger.EVEQU,PFCP Session Report Request.Usage Report.Usage Report Trigger,EVEQU,PFCP grouped-IE payload field,M,,event quota,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A08, T3-A09, T3-A35, T3-A37, T3-A45.",T3-R05 | T3-R13 | T3-R18 | T3-R20,T3-A08 | T3-A09 | T3-A35 | T3-A37 | T3-A45,REVIEWED
FP-1349,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Usage Report Trigger.TEBUR,PFCP Session Report Request.Usage Report.Usage Report Trigger,TEBUR,PFCP grouped-IE payload field,M,,termination by UPF,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A08, T3-A09, T3-A35, T3-A36, T3-A37, T3-A45.",T3-R05 | T3-R13 | T3-R18 | T3-R19 | T3-R20,T3-A08 | T3-A09 | T3-A35 | T3-A36 | T3-A37 | T3-A45,REVIEWED
FP-1350,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Usage Report Trigger.IPMJL,PFCP Session Report Request.Usage Report.Usage Report Trigger,IPMJL,PFCP grouped-IE payload field,M,,IP multicast join/leave,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A08, T3-A09, T3-A35, T3-A37, T3-A45.",T3-R05 | T3-R13 | T3-R18 | T3-R20,T3-A08 | T3-A09 | T3-A35 | T3-A37 | T3-A45,REVIEWED
FP-1351,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Usage Report Trigger.QUVTI,PFCP Session Report Request.Usage Report.Usage Report Trigger,QUVTI,PFCP grouped-IE payload field,M,,quota-validity expiry,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A08, T3-A09, T3-A35, T3-A37, T3-A45.",T3-R05 | T3-R13 | T3-R18 | T3-R20,T3-A08 | T3-A09 | T3-A35 | T3-A37 | T3-A45,REVIEWED
FP-1352,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Usage Report Trigger.EMRRE,PFCP Session Report Request.Usage Report.Usage Report Trigger,EMRRE,PFCP grouped-IE payload field,M,,end-marker reception,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A08, T3-A09, T3-A35, T3-A37, T3-A45.",T3-R05 | T3-R13 | T3-R18 | T3-R20,T3-A08 | T3-A09 | T3-A35 | T3-A37 | T3-A45,REVIEWED
FP-1353,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Usage Report Trigger.UPINT,PFCP Session Report Request.Usage Report.Usage Report Trigger,UPINT,PFCP grouped-IE payload field,M,,user-plane inactivity,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A08, T3-A09, T3-A35, T3-A37, T3-A45.",T3-R05 | T3-R13 | T3-R18 | T3-R20,T3-A08 | T3-A09 | T3-A35 | T3-A37 | T3-A45,REVIEWED
FP-1354,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Start Time.ntpSeconds,PFCP Session Report Request.Usage Report.Start Time,ntpSeconds,PFCP grouped-IE payload field,M,,32-bit UTC seconds since 1900,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A08, T3-A09, T3-A31, T3-A32, T3-A33, T3-A45.",T3-R05 | T3-R12 | T3-R17 | T3-R18 | T3-R20,T3-A08 | T3-A09 | T3-A31 | T3-A32 | T3-A33 | T3-A45,REVIEWED
FP-1355,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.End Time.ntpSeconds,PFCP Session Report Request.Usage Report.End Time,ntpSeconds,PFCP grouped-IE payload field,M,,32-bit UTC seconds since 1900,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A08, T3-A09, T3-A31, T3-A32, T3-A33, T3-A45.",T3-R05 | T3-R12 | T3-R17 | T3-R18 | T3-R20,T3-A08 | T3-A09 | T3-A31 | T3-A32 | T3-A33 | T3-A45,REVIEWED
FP-1356,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Volume Measurement.TOVOL,PFCP Session Report Request.Usage Report.Volume Measurement,TOVOL,PFCP grouped-IE payload field,M,,total-volume-present flag,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A03, T3-A08, T3-A09, T3-A18, T3-A26, T3-A27, T3-A28, T3-A45.",T3-R02 | T3-R05 | T3-R08 | T3-R10 | T3-R11 | T3-R18 | T3-R20,T3-A03 | T3-A08 | T3-A09 | T3-A18 | T3-A26 | T3-A27 | T3-A28 | T3-A45,REVIEWED
FP-1357,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Volume Measurement.ULVOL,PFCP Session Report Request.Usage Report.Volume Measurement,ULVOL,PFCP grouped-IE payload field,M,,uplink-volume-present flag,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A03, T3-A08, T3-A09, T3-A18, T3-A19, T3-A20, T3-A26, T3-A27, T3-A28, T3-A45.",T3-R02 | T3-R05 | T3-R08 | T3-R10 | T3-R11 | T3-R18 | T3-R20,T3-A03 | T3-A08 | T3-A09 | T3-A18 | T3-A19 | T3-A20 | T3-A26 | T3-A27 | T3-A28 | T3-A45,REVIEWED
FP-1358,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Volume Measurement.DLVOL,PFCP Session Report Request.Usage Report.Volume Measurement,DLVOL,PFCP grouped-IE payload field,M,,downlink-volume-present flag,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A03, T3-A08, T3-A09, T3-A18, T3-A19, T3-A20, T3-A26, T3-A27, T3-A28, T3-A45.",T3-R02 | T3-R05 | T3-R08 | T3-R10 | T3-R11 | T3-R18 | T3-R20,T3-A03 | T3-A08 | T3-A09 | T3-A18 | T3-A19 | T3-A20 | T3-A26 | T3-A27 | T3-A28 | T3-A45,REVIEWED
FP-1359,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Volume Measurement.TONOP,PFCP Session Report Request.Usage Report.Volume Measurement,TONOP,PFCP grouped-IE payload field,M,,total-packets-present flag,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A03, T3-A08, T3-A09, T3-A22, T3-A26, T3-A27, T3-A28, T3-A45.",T3-R02 | T3-R05 | T3-R08 | T3-R10 | T3-R11 | T3-R18 | T3-R20,T3-A03 | T3-A08 | T3-A09 | T3-A22 | T3-A26 | T3-A27 | T3-A28 | T3-A45,REVIEWED
FP-1360,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Volume Measurement.ULNOP,PFCP Session Report Request.Usage Report.Volume Measurement,ULNOP,PFCP grouped-IE payload field,M,,uplink-packets-present flag,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A03, T3-A08, T3-A09, T3-A22, T3-A26, T3-A27, T3-A28, T3-A45.",T3-R02 | T3-R05 | T3-R08 | T3-R10 | T3-R11 | T3-R18 | T3-R20,T3-A03 | T3-A08 | T3-A09 | T3-A22 | T3-A26 | T3-A27 | T3-A28 | T3-A45,REVIEWED
FP-1361,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Volume Measurement.DLNOP,PFCP Session Report Request.Usage Report.Volume Measurement,DLNOP,PFCP grouped-IE payload field,M,,downlink-packets-present flag,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A03, T3-A08, T3-A09, T3-A22, T3-A26, T3-A27, T3-A28, T3-A45.",T3-R02 | T3-R05 | T3-R08 | T3-R10 | T3-R11 | T3-R18 | T3-R20,T3-A03 | T3-A08 | T3-A09 | T3-A22 | T3-A26 | T3-A27 | T3-A28 | T3-A45,REVIEWED
FP-1362,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Volume Measurement.totalVolume,PFCP Session Report Request.Usage Report.Volume Measurement,totalVolume,PFCP grouped-IE payload field,C,,Unsigned64 octets,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A03, T3-A08, T3-A09, T3-A17, T3-A18, T3-A23, T3-A25, T3-A26, T3-A28, T3-A45.",T3-R02 | T3-R05 | T3-R08 | T3-R10 | T3-R11 | T3-R12 | T3-R18 | T3-R20,T3-A03 | T3-A08 | T3-A09 | T3-A17 | T3-A18 | T3-A23 | T3-A25 | T3-A26 | T3-A28 | T3-A45,REVIEWED
FP-1363,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Volume Measurement.uplinkVolume,PFCP Session Report Request.Usage Report.Volume Measurement,uplinkVolume,PFCP grouped-IE payload field,C,,Unsigned64 octets,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A03, T3-A08, T3-A09, T3-A17, T3-A19, T3-A20, T3-A21, T3-A23, T3-A25, T3-A26, T3-A28, T3-A45.",T3-R02 | T3-R05 | T3-R08 | T3-R10 | T3-R11 | T3-R12 | T3-R18 | T3-R20,T3-A03 | T3-A08 | T3-A09 | T3-A17 | T3-A19 | T3-A20 | T3-A21 | T3-A23 | T3-A25 | T3-A26 | T3-A28 | T3-A45,REVIEWED
FP-1364,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Volume Measurement.downlinkVolume,PFCP Session Report Request.Usage Report.Volume Measurement,downlinkVolume,PFCP grouped-IE payload field,C,,Unsigned64 octets,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A03, T3-A08, T3-A09, T3-A17, T3-A19, T3-A20, T3-A21, T3-A23, T3-A25, T3-A26, T3-A28, T3-A45.",T3-R02 | T3-R05 | T3-R08 | T3-R10 | T3-R11 | T3-R12 | T3-R18 | T3-R20,T3-A03 | T3-A08 | T3-A09 | T3-A17 | T3-A19 | T3-A20 | T3-A21 | T3-A23 | T3-A25 | T3-A26 | T3-A28 | T3-A45,REVIEWED
FP-1365,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Volume Measurement.totalNumberOfPackets,PFCP Session Report Request.Usage Report.Volume Measurement,totalNumberOfPackets,PFCP grouped-IE payload field,C,,Unsigned64,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A03, T3-A08, T3-A09, T3-A22, T3-A24, T3-A25, T3-A26, T3-A28, T3-A45.",T3-R02 | T3-R05 | T3-R08 | T3-R10 | T3-R11 | T3-R12 | T3-R18 | T3-R20,T3-A03 | T3-A08 | T3-A09 | T3-A22 | T3-A24 | T3-A25 | T3-A26 | T3-A28 | T3-A45,REVIEWED
FP-1366,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Volume Measurement.uplinkNumberOfPackets,PFCP Session Report Request.Usage Report.Volume Measurement,uplinkNumberOfPackets,PFCP grouped-IE payload field,C,,Unsigned64,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A03, T3-A08, T3-A09, T3-A22, T3-A24, T3-A25, T3-A26, T3-A28, T3-A45.",T3-R02 | T3-R05 | T3-R08 | T3-R10 | T3-R11 | T3-R12 | T3-R18 | T3-R20,T3-A03 | T3-A08 | T3-A09 | T3-A22 | T3-A24 | T3-A25 | T3-A26 | T3-A28 | T3-A45,REVIEWED
FP-1367,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Volume Measurement.downlinkNumberOfPackets,PFCP Session Report Request.Usage Report.Volume Measurement,downlinkNumberOfPackets,PFCP grouped-IE payload field,C,,Unsigned64,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A03, T3-A08, T3-A09, T3-A22, T3-A24, T3-A25, T3-A26, T3-A28, T3-A45.",T3-R02 | T3-R05 | T3-R08 | T3-R10 | T3-R11 | T3-R12 | T3-R18 | T3-R20,T3-A03 | T3-A08 | T3-A09 | T3-A22 | T3-A24 | T3-A25 | T3-A26 | T3-A28 | T3-A45,REVIEWED
FP-1368,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Duration Measurement.durationValue,PFCP Session Report Request.Usage Report.Duration Measurement,durationValue,PFCP grouped-IE payload field,M,,Unsigned32 seconds,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A03, T3-A08, T3-A25, T3-A29, T3-A30, T3-A45.",T3-R02 | T3-R05 | T3-R08 | T3-R11 | T3-R12 | T3-R18 | T3-R20,T3-A03 | T3-A08 | T3-A25 | T3-A29 | T3-A30 | T3-A45,REVIEWED
FP-1369,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Application Detection Information.Application ID,PFCP Session Report Request.Usage Report.Application Detection Information,Application ID,PFCP IE / atomic payload,M,1,Application ID,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A08, T3-A40, T3-A45.",T3-R05 | T3-R15 | T3-R18,T3-A08 | T3-A40 | T3-A45,REVIEWED
FP-1370,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Application Detection Information.Application Instance ID,PFCP Session Report Request.Usage Report.Application Detection Information,Application Instance ID,PFCP IE / atomic payload,C,0..1,Application Instance ID,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A08, T3-A40, T3-A45.",T3-R05 | T3-R15 | T3-R18,T3-A08 | T3-A40 | T3-A45,REVIEWED
FP-1371,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Application Detection Information.Flow Information,PFCP Session Report Request.Usage Report.Application Detection Information,Flow Information,PFCP IE / atomic payload,C,0..1,Flow Information,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A08, T3-A40, T3-A45.",T3-R05 | T3-R15 | T3-R18,T3-A08 | T3-A40 | T3-A45,REVIEWED
FP-1372,T3,PFCP Session Report Request,Usage Report carrier,PFCP,PFCP Session Report Request.Usage Report.Application Detection Information.PDR ID.pdrId,PFCP Session Report Request.Usage Report.Application Detection Information.PDR ID,pdrId,PFCP grouped-IE payload field,M,,unsigned 16-bit identifier,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.8, 7.5.8.3, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T3-A08, T3-A40, T3-A45.",T3-R05 | T3-R15 | T3-R18,T3-A08 | T3-A40 | T3-A45,REVIEWED
