scenario_id,surface,message,scenario_name,field_patterns,matched_field_count,matched_field_examples,field_mapping_mode,constraint_ids,attacker_nf,violated_invariants,candidate_class,implementation_priority,testbed_support_expectation,initial_validation_status,standard_basis,required_evidence,recommended_workload
T3-A23,T3,PFCP Session Modification Response / Session Deletion Response / Session Report Request (Usage Report carriers),Volume arithmetic inconsistency,PFCP Session (Modification Response|Deletion Response|Report Request)\.Usage Report\.Volume Measurement\.(totalVolume|uplinkVolume|downlinkVolume)$,9,PFCP Session Modification Response.Usage Report.Volume Measurement.totalVolume | PFCP Session Modification Response.Usage Report.Volume Measurement.uplinkVolume | PFCP Session Modification Response.Usage Report.Volume Measurement.downlinkVolume | PFCP Session Deletion Response.Usage Report.Volume Measurement.totalVolume | PFCP Session Deletion Response.Usage Report.Volume Measurement.uplinkVolume | PFCP Session Deletion Response.Usage Report.Volume Measurement.downlinkVolume | PFCP Session Report Request.Usage Report.Volume Measurement.totalVolume | PFCP Session Report Request.Usage Report.Volume Measurement.uplinkVolume,FIELD_AND_RELATION,T3-R11,V-UPF,"Sem,Acc",STRUCTURAL,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W3_ASYMMETRIC_UL_DL
T3-A24,T3,PFCP Session Modification Response / Session Deletion Response / Session Report Request (Usage Report carriers),Packet-count arithmetic inconsistency,PFCP Session (Modification Response|Deletion Response|Report Request)\.Usage Report\.Volume Measurement\.(totalNumberOfPackets|uplinkNumberOfPackets|downlinkNumberOfPackets)$,9,PFCP Session Modification Response.Usage Report.Volume Measurement.totalNumberOfPackets | PFCP Session Modification Response.Usage Report.Volume Measurement.uplinkNumberOfPackets | PFCP Session Modification Response.Usage Report.Volume Measurement.downlinkNumberOfPackets | PFCP Session Deletion Response.Usage Report.Volume Measurement.totalNumberOfPackets | PFCP Session Deletion Response.Usage Report.Volume Measurement.uplinkNumberOfPackets | PFCP Session Deletion Response.Usage Report.Volume Measurement.downlinkNumberOfPackets | PFCP Session Report Request.Usage Report.Volume Measurement.totalNumberOfPackets | PFCP Session Report Request.Usage Report.Volume Measurement.uplinkNumberOfPackets,FIELD_AND_RELATION,T3-R11,V-UPF,"Sem,Acc,Comp",STRUCTURAL,P2,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W3_ASYMMETRIC_UL_DL
T3-A25,T3,PFCP Session Modification Response / Session Deletion Response / Session Report Request (Usage Report carriers),"Unsigned counter boundary, overflow, or wrap",PFCP Session (Modification Response|Deletion Response|Report Request)\.Usage Report\.(Volume Measurement\.(totalVolume|uplinkVolume|downlinkVolume|totalNumberOfPackets|uplinkNumberOfPackets|downlinkNumberOfPackets)|Duration Measurement\.durationValue)$,21,PFCP Session Modification Response.Usage Report.Volume Measurement.totalVolume | PFCP Session Modification Response.Usage Report.Volume Measurement.uplinkVolume | PFCP Session Modification Response.Usage Report.Volume Measurement.downlinkVolume | PFCP Session Modification Response.Usage Report.Volume Measurement.totalNumberOfPackets | PFCP Session Modification Response.Usage Report.Volume Measurement.uplinkNumberOfPackets | PFCP Session Modification Response.Usage Report.Volume Measurement.downlinkNumberOfPackets | PFCP Session Modification Response.Usage Report.Duration Measurement.durationValue | PFCP Session Deletion Response.Usage Report.Volume Measurement.totalVolume,FIELD_AND_RELATION,T3-R11 | T3-R12 | T3-R20,V-UPF,"Acc,Sem,Fresh",STRUCTURAL,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W3_ASYMMETRIC_UL_DL
T3-A26,T3,PFCP Session Modification Response / Session Deletion Response / Session Report Request (Usage Report carriers),Volume flag/length/payload mismatch,PFCP Session (Modification Response|Deletion Response|Report Request)\.Usage Report\.Volume Measurement\.(TOVOL|ULVOL|DLVOL|TONOP|ULNOP|DLNOP|totalVolume|uplinkVolume|downlinkVolume|totalNumberOfPackets|uplinkNumberOfPackets|downlinkNumberOfPackets)$ | PFCP Session (Modification Response|Deletion Response|Report Request)\.PFCP Header\.messageLength$,39,PFCP Session Modification Response.PFCP Header.messageLength | PFCP Session Modification Response.Usage Report.Volume Measurement.TOVOL | PFCP Session Modification Response.Usage Report.Volume Measurement.ULVOL | PFCP Session Modification Response.Usage Report.Volume Measurement.DLVOL | PFCP Session Modification Response.Usage Report.Volume Measurement.TONOP | PFCP Session Modification Response.Usage Report.Volume Measurement.ULNOP | PFCP Session Modification Response.Usage Report.Volume Measurement.DLNOP | PFCP Session Modification Response.Usage Report.Volume Measurement.totalVolume,FIELD_AND_RELATION,T3-R10 | T3-R20,V-UPF,"Sem,Comp",DIRECT,P0,EXISTING_POC_REGRESSION,E2E,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W3_ASYMMETRIC_UL_DL
T3-A27,T3,PFCP Session Modification Response / Session Deletion Response / Session Report Request (Usage Report carriers),Hidden extra volume payload with presence flag clear,PFCP Session (Modification Response|Deletion Response|Report Request)\.Usage Report\.Volume Measurement\.(TOVOL|ULVOL|DLVOL|TONOP|ULNOP|DLNOP)$,18,PFCP Session Modification Response.Usage Report.Volume Measurement.TOVOL | PFCP Session Modification Response.Usage Report.Volume Measurement.ULVOL | PFCP Session Modification Response.Usage Report.Volume Measurement.DLVOL | PFCP Session Modification Response.Usage Report.Volume Measurement.TONOP | PFCP Session Modification Response.Usage Report.Volume Measurement.ULNOP | PFCP Session Modification Response.Usage Report.Volume Measurement.DLNOP | PFCP Session Deletion Response.Usage Report.Volume Measurement.TOVOL | PFCP Session Deletion Response.Usage Report.Volume Measurement.ULVOL,FIELD_AND_RELATION,T3-R10 | T3-R20,V-UPF,"Sem,Deriv",STRUCTURAL,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W3_ASYMMETRIC_UL_DL
T3-A28,T3,PFCP Session Modification Response / Session Deletion Response / Session Report Request (Usage Report carriers),Volume value ordering shift,PFCP Session (Modification Response|Deletion Response|Report Request)\.Usage Report\.Volume Measurement\.,36,PFCP Session Modification Response.Usage Report.Volume Measurement.TOVOL | PFCP Session Modification Response.Usage Report.Volume Measurement.ULVOL | PFCP Session Modification Response.Usage Report.Volume Measurement.DLVOL | PFCP Session Modification Response.Usage Report.Volume Measurement.TONOP | PFCP Session Modification Response.Usage Report.Volume Measurement.ULNOP | PFCP Session Modification Response.Usage Report.Volume Measurement.DLNOP | PFCP Session Modification Response.Usage Report.Volume Measurement.totalVolume | PFCP Session Modification Response.Usage Report.Volume Measurement.uplinkVolume,FIELD_AND_RELATION,T3-R10 | T3-R20,V-UPF,"Sem,Acc",STRUCTURAL,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W3_ASYMMETRIC_UL_DL
T3-A29,T3,PFCP Session Modification Response / Session Deletion Response / Session Report Request (Usage Report carriers),Duration-measurement inflation,PFCP Session (Modification Response|Deletion Response|Report Request)\.Usage Report\.Duration Measurement\.durationValue$,3,PFCP Session Modification Response.Usage Report.Duration Measurement.durationValue | PFCP Session Deletion Response.Usage Report.Duration Measurement.durationValue | PFCP Session Report Request.Usage Report.Duration Measurement.durationValue,FIELD_AND_RELATION,T3-R12,V-UPF,Acc,CONDITIONAL,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W6_DIFFERENTIATED_CONTEXT
T3-A30,T3,PFCP Session Modification Response / Session Deletion Response / Session Report Request (Usage Report carriers),Duration-measurement suppression,PFCP Session (Modification Response|Deletion Response|Report Request)\.Usage Report\.Duration Measurement\.durationValue$,3,PFCP Session Modification Response.Usage Report.Duration Measurement.durationValue | PFCP Session Deletion Response.Usage Report.Duration Measurement.durationValue | PFCP Session Report Request.Usage Report.Duration Measurement.durationValue,FIELD_AND_RELATION,T3-R12,V-UPF,"Acc,Comp",CONDITIONAL,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W7_TIME_BOUNDARY
T3-A31,T3,PFCP Session Modification Response / Session Deletion Response / Session Report Request (Usage Report carriers),Start/end timestamp tariff-window substitution,PFCP Session (Modification Response|Deletion Response|Report Request)\.Usage Report\.(Start Time|End Time)\.ntpSeconds$,6,PFCP Session Modification Response.Usage Report.Start Time.ntpSeconds | PFCP Session Modification Response.Usage Report.End Time.ntpSeconds | PFCP Session Deletion Response.Usage Report.Start Time.ntpSeconds | PFCP Session Deletion Response.Usage Report.End Time.ntpSeconds | PFCP Session Report Request.Usage Report.Start Time.ntpSeconds | PFCP Session Report Request.Usage Report.End Time.ntpSeconds,FIELD_AND_RELATION,T3-R12 | T3-R17,V-UPF,"Ctx,Acc",CONDITIONAL,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W6_DIFFERENTIATED_CONTEXT
T3-A32,T3,PFCP Session Modification Response / Session Deletion Response / Session Report Request (Usage Report carriers),Overlapping accounting intervals,PFCP Session (Modification Response|Deletion Response|Report Request)\.Usage Report\.(Start Time|End Time|Time of First Packet|Time of Last Packet)\.ntpSeconds$,12,PFCP Session Modification Response.Usage Report.Start Time.ntpSeconds | PFCP Session Modification Response.Usage Report.End Time.ntpSeconds | PFCP Session Modification Response.Usage Report.Time of First Packet.ntpSeconds | PFCP Session Modification Response.Usage Report.Time of Last Packet.ntpSeconds | PFCP Session Deletion Response.Usage Report.Start Time.ntpSeconds | PFCP Session Deletion Response.Usage Report.End Time.ntpSeconds | PFCP Session Deletion Response.Usage Report.Time of First Packet.ntpSeconds | PFCP Session Deletion Response.Usage Report.Time of Last Packet.ntpSeconds,FIELD_AND_RELATION,T3-R12,V-UPF,"Uniq,Fresh,Acc",CONDITIONAL,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W7_TIME_BOUNDARY
T3-A33,T3,PFCP Session Modification Response / Session Deletion Response / Session Report Request (Usage Report carriers),Gapped or reversed accounting interval,PFCP Session (Modification Response|Deletion Response|Report Request)\.Usage Report\.(Start Time|End Time|Time of First Packet|Time of Last Packet)\.ntpSeconds$,12,PFCP Session Modification Response.Usage Report.Start Time.ntpSeconds | PFCP Session Modification Response.Usage Report.End Time.ntpSeconds | PFCP Session Modification Response.Usage Report.Time of First Packet.ntpSeconds | PFCP Session Modification Response.Usage Report.Time of Last Packet.ntpSeconds | PFCP Session Deletion Response.Usage Report.Start Time.ntpSeconds | PFCP Session Deletion Response.Usage Report.End Time.ntpSeconds | PFCP Session Deletion Response.Usage Report.Time of First Packet.ntpSeconds | PFCP Session Deletion Response.Usage Report.Time of Last Packet.ntpSeconds,FIELD_AND_RELATION,T3-R12,V-UPF,"Sem,Comp,Acc",STRUCTURAL,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W3_ASYMMETRIC_UL_DL
T3-A34,T3,PFCP Session Modification Response / Session Deletion Response / Session Report Request (Usage Report carriers),First/last-packet time substitution,PFCP Session (Modification Response|Deletion Response|Report Request)\.Usage Report\.(Time of First Packet|Time of Last Packet)\.ntpSeconds$,6,PFCP Session Modification Response.Usage Report.Time of First Packet.ntpSeconds | PFCP Session Modification Response.Usage Report.Time of Last Packet.ntpSeconds | PFCP Session Deletion Response.Usage Report.Time of First Packet.ntpSeconds | PFCP Session Deletion Response.Usage Report.Time of Last Packet.ntpSeconds | PFCP Session Report Request.Usage Report.Time of First Packet.ntpSeconds | PFCP Session Report Request.Usage Report.Time of Last Packet.ntpSeconds,FIELD_AND_RELATION,T3-R12,V-UPF,"Ctx,Acc,Sem",CONDITIONAL,P2,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W6_DIFFERENTIATED_CONTEXT
T3-A35,T3,PFCP Session Modification Response / Session Deletion Response / Session Report Request (Usage Report carriers),Usage-report-trigger reason substitution,PFCP Session (Modification Response|Deletion Response|Report Request)\.Usage Report\.Usage Report Trigger\.,66,PFCP Session Modification Response.Usage Report.Usage Report Trigger.PERIO | PFCP Session Modification Response.Usage Report.Usage Report Trigger.VOLTH | PFCP Session Modification Response.Usage Report.Usage Report Trigger.TIMTH | PFCP Session Modification Response.Usage Report.Usage Report Trigger.QUHTI | PFCP Session Modification Response.Usage Report.Usage Report Trigger.START | PFCP Session Modification Response.Usage Report.Usage Report Trigger.STOPT | PFCP Session Modification Response.Usage Report.Usage Report Trigger.DROTH | PFCP Session Modification Response.Usage Report.Usage Report Trigger.IMMER,FIELD_AND_RELATION,T3-R13,V-UPF,"Sem,Ctx,Comp,Uniq",DIRECT,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W6_DIFFERENTIATED_CONTEXT
T3-A36,T3,PFCP Session Modification Response / Session Deletion Response / Session Report Request (Usage Report carriers),Termination-trigger suppression,PFCP Session (Modification Response|Deletion Response|Report Request)\.Usage Report\.Usage Report Trigger\.(TERMR|TEBUR)$,6,PFCP Session Modification Response.Usage Report.Usage Report Trigger.TERMR | PFCP Session Modification Response.Usage Report.Usage Report Trigger.TEBUR | PFCP Session Deletion Response.Usage Report.Usage Report Trigger.TERMR | PFCP Session Deletion Response.Usage Report.Usage Report Trigger.TEBUR | PFCP Session Report Request.Usage Report.Usage Report Trigger.TERMR | PFCP Session Report Request.Usage Report.Usage Report Trigger.TEBUR,FIELD_AND_RELATION,T3-R13 | T3-R19,V-UPF,"Comp,Sem",DIRECT,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W3_ASYMMETRIC_UL_DL
T3-A37,T3,PFCP Session Modification Response / Session Deletion Response / Session Report Request (Usage Report carriers),Multiple trigger bits cause duplicate boundary handling,PFCP Session (Modification Response|Deletion Response|Report Request)\.Usage Report\.Usage Report Trigger\.,66,PFCP Session Modification Response.Usage Report.Usage Report Trigger.PERIO | PFCP Session Modification Response.Usage Report.Usage Report Trigger.VOLTH | PFCP Session Modification Response.Usage Report.Usage Report Trigger.TIMTH | PFCP Session Modification Response.Usage Report.Usage Report Trigger.QUHTI | PFCP Session Modification Response.Usage Report.Usage Report Trigger.START | PFCP Session Modification Response.Usage Report.Usage Report Trigger.STOPT | PFCP Session Modification Response.Usage Report.Usage Report Trigger.DROTH | PFCP Session Modification Response.Usage Report.Usage Report Trigger.IMMER,FIELD_AND_RELATION,T3-R13,V-UPF,"Uniq,Sem",STRUCTURAL,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W4_TWO_ACCOUNTING_BOUNDARIES
T3-A38,T3,PFCP Session Modification Response / Session Deletion Response / Session Report Request (Usage Report carriers),BEF/AFT dual attribution across monitoring time,PFCP Session (Modification Response|Deletion Response|Report Request)\.Usage Report\.Usage Information\.(BEF|AFT)$,6,PFCP Session Modification Response.Usage Report.Usage Information.BEF | PFCP Session Modification Response.Usage Report.Usage Information.AFT | PFCP Session Deletion Response.Usage Report.Usage Information.BEF | PFCP Session Deletion Response.Usage Report.Usage Information.AFT | PFCP Session Report Request.Usage Report.Usage Information.BEF | PFCP Session Report Request.Usage Report.Usage Information.AFT,FIELD_AND_RELATION,T3-R14 | T3-R17,V-UPF,"Uniq,Ctx,Sem",CONDITIONAL,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W6_DIFFERENTIATED_CONTEXT
T3-A39,T3,PFCP Session Modification Response / Session Deletion Response / Session Report Request (Usage Report carriers),UBE/UAE QoS-enforcement boundary substitution,PFCP Session (Modification Response|Deletion Response|Report Request)\.Usage Report\.Usage Information\.(UBE|UAE)$,6,PFCP Session Modification Response.Usage Report.Usage Information.UAE | PFCP Session Modification Response.Usage Report.Usage Information.UBE | PFCP Session Deletion Response.Usage Report.Usage Information.UAE | PFCP Session Deletion Response.Usage Report.Usage Information.UBE | PFCP Session Report Request.Usage Report.Usage Information.UAE | PFCP Session Report Request.Usage Report.Usage Information.UBE,FIELD_AND_RELATION,T3-R14,V-UPF,"Ctx,Sem,Uniq",CONDITIONAL,P2,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W6_DIFFERENTIATED_CONTEXT
T3-A40,T3,PFCP Session Report Request,Application/PDR charging-context substitution,PFCP Session Report Request\.Usage Report\.Application Detection Information\.(Application ID|Application Instance ID|Flow Information|PDR ID),4,PFCP Session Report Request.Usage Report.Application Detection Information.Application ID | PFCP Session Report Request.Usage Report.Application Detection Information.Application Instance ID | PFCP Session Report Request.Usage Report.Application Detection Information.Flow Information | PFCP Session Report Request.Usage Report.Application Detection Information.PDR ID.pdrId,FIELD_AND_RELATION,T3-R15,V-UPF,"Ctx,Attr,Auth",CONDITIONAL,P2,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W5_TWO_SUBSCRIBERS
T3-A41,T3,PFCP Session Report Request,UE-IP or Network-Instance substitution,PFCP Session Report Request\.Usage Report\.(UE IP address|Network Instance)\.,11,PFCP Session Report Request.Usage Report.UE IP address.CHV6 | PFCP Session Report Request.Usage Report.UE IP address.IPV6D | PFCP Session Report Request.Usage Report.UE IP address.SD | PFCP Session Report Request.Usage Report.UE IP address.V4 | PFCP Session Report Request.Usage Report.UE IP address.V6 | PFCP Session Report Request.Usage Report.UE IP address.ipv4Address | PFCP Session Report Request.Usage Report.UE IP address.ipv6Address | PFCP Session Report Request.Usage Report.UE IP address.ipv6PrefixDelegationBits,FIELD_AND_RELATION,T3-R16,V-UPF,"Attr,Ctx",DIRECT,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W5_TWO_SUBSCRIBERS
T3-A42,T3,PFCP Session Report Request,Event-timestamp tariff-context substitution,PFCP Session Report Request\.Usage Report\.Event Time Stamp\.ntpTimestamp$,1,PFCP Session Report Request.Usage Report.Event Time Stamp.ntpTimestamp,FIELD_AND_RELATION,T3-R17,V-UPF,"Ctx,Acc",CONDITIONAL,P2,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W6_DIFFERENTIATED_CONTEXT
T3-A43,T3,PFCP Session Report Request,Multicast join/leave event duplication or substitution,PFCP Session Report Request\.Usage Report\.(Join IP Multicast Information|Leave IP Multicast Information)\.,4,PFCP Session Report Request.Usage Report.Join IP Multicast Information.IP Multicast Address | PFCP Session Report Request.Usage Report.Join IP Multicast Information.Source IP Address | PFCP Session Report Request.Usage Report.Leave IP Multicast Information.IP Multicast Address | PFCP Session Report Request.Usage Report.Leave IP Multicast Information.Source IP Address,FIELD_AND_RELATION,T3-R13 | T3-R17,V-UPF,"Uniq,Attr,Ctx",CONDITIONAL,P3,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W4_TWO_ACCOUNTING_BOUNDARIES
T3-A44,T3,PFCP Session Modification Response / Session Deletion Response / Session Report Request (Usage Report carriers),Predefined-rule-name context substitution,PFCP Session (Modification Response|Deletion Response|Report Request)\.Usage Report\.Predefined Rules Name$,1,PFCP Session Report Request.Usage Report.Predefined Rules Name,FIELD_AND_RELATION,T3-R15,V-UPF,"Ctx,Attr",CONDITIONAL,P3,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W6_DIFFERENTIATED_CONTEXT
T3-A45,T3,PFCP Session Modification Response,Cause/partial-failure and usage-application mismatch,PFCP Session (Modification Response|Deletion Response|Report Request)\.(Cause|Failed Rule ID|Partial Failure Information|Usage Report),169,PFCP Session Modification Response.Cause | PFCP Session Modification Response.Usage Report.URR ID.urrId | PFCP Session Modification Response.Usage Report.UR-SEQN.urSeqn | PFCP Session Modification Response.Usage Report.Usage Report Trigger.PERIO | PFCP Session Modification Response.Usage Report.Usage Report Trigger.VOLTH | PFCP Session Modification Response.Usage Report.Usage Report Trigger.TIMTH | PFCP Session Modification Response.Usage Report.Usage Report Trigger.QUHTI | PFCP Session Modification Response.Usage Report.Usage Report Trigger.START,FIELD_AND_RELATION,T3-R18,V-UPF,"Sem,Comp,Uniq",STRUCTURAL,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W3_ASYMMETRIC_UL_DL
T3-A46,T3,PFCP Session Deletion Response,Partial final-URR omission at session deletion,PFCP Session Deletion Response\.Usage Report\.,47,PFCP Session Deletion Response.Usage Report.URR ID.urrId | PFCP Session Deletion Response.Usage Report.UR-SEQN.urSeqn | PFCP Session Deletion Response.Usage Report.Usage Report Trigger.PERIO | PFCP Session Deletion Response.Usage Report.Usage Report Trigger.VOLTH | PFCP Session Deletion Response.Usage Report.Usage Report Trigger.TIMTH | PFCP Session Deletion Response.Usage Report.Usage Report Trigger.QUHTI | PFCP Session Deletion Response.Usage Report.Usage Report Trigger.START | PFCP Session Deletion Response.Usage Report.Usage Report Trigger.STOPT,FIELD_AND_RELATION,T3-R19,V-UPF,Comp,DIRECT,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W3_ASYMMETRIC_UL_DL
T3-A47,T3,PFCP Session Deletion Response,Duplicate final usage at deletion,PFCP Session Deletion Response\.Usage Report\.,47,PFCP Session Deletion Response.Usage Report.URR ID.urrId | PFCP Session Deletion Response.Usage Report.UR-SEQN.urSeqn | PFCP Session Deletion Response.Usage Report.Usage Report Trigger.PERIO | PFCP Session Deletion Response.Usage Report.Usage Report Trigger.VOLTH | PFCP Session Deletion Response.Usage Report.Usage Report Trigger.TIMTH | PFCP Session Deletion Response.Usage Report.Usage Report Trigger.QUHTI | PFCP Session Deletion Response.Usage Report.Usage Report Trigger.START | PFCP Session Deletion Response.Usage Report.Usage Report Trigger.STOPT,FIELD_AND_RELATION,T3-R04 | T3-R19,V-UPF,"Fresh,Uniq",DIRECT,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W4_TWO_ACCOUNTING_BOUNDARIES
T3-A48,T3,PFCP Session Report Request,PSDBU-induced premature state deletion,PFCP Session Report Request\.PFCPSRReq- Flags\.PSDBU$,1,PFCP Session Report Request.PFCPSRReq- Flags.PSDBU,FIELD_AND_RELATION,T3-R19,V-UPF,"Comp,Fresh,Uniq",DIRECT,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W3_ASYMMETRIC_UL_DL
